youtube_id,bpm,key,camelot,energy
1ivQpFmuG3A,120,D# minor,2A,0.224384
hu_F3NfoJaE,128,C# major,3B,0.19193
ZJm83GEsqDc,128,C# minor,12A,0.182495
rr0cw7Z5Lew,126,F minor,4A,0.22396
rugaHG5yDCk,120,F# minor,11A,0.076627
gJJg0Ux_wOw,102,F# minor,11A,0.235518
VVh2si_xvz8,125,E minor,9A,0.218093
slDjFeDn8dE,100,E minor,9A,0.293555
EtVQciFe4bU,125,E minor,9A,0.233983
2n5wI6wigzs,131,D# minor,2A,0.269942
oQzHpCSfxHo,125,D# major,5B,0.175194
Gj0zNaO2Nwk,128,B minor,10A,0.20863
2vOWRjX6EZg,120,G minor,6A,0.253317
hS5M1MdQE-U,122,F minor,4A,0.258059
yk78g_6irhk,125,A# major,6B,0.193147
s95S4grpjo8,120,C# minor,12A,0.12611
FGMkiEI5d4s,125,A major,11B,0.147034
IridGMFzBxA,122,D# minor,2A,0.151059
xvXIHQiohds,125,C# major,3B,0.299349
g-BqxESdz1U,128,C minor,5A,0.396139
gTREgEX18ws,128,A minor,8A,0.247213
ZLDv3ONUbE0,128,G major,9B,0.322829
oFRE2KKreF8,131,D minor,7A,0.268095
nLW1J3TSzj8,126,C major,8B,0.282952
9MpLnKhllhM,104,F# minor,11A,0.183538
7mg8IFPP3xY,131,A major,11B,0.215277
TQpPk4qQ9qU,122,F major,7B,0.178031
K7qQUDRi-bA,122,A minor,8A,0.292581
gC_kOhB4Thg,137,D# minor,2A,0.216053
YmInz7-MQ6s,136,G# major,4B,0.1927
tph4gB9X29M,137,A minor,8A,0.325276
_4aJXydTtDs,125,G# minor,1A,0.20721
Bo75xv4aWuM,129,C minor,5A,0.190801
uAKmoTe0UFU,131,F# major,2B,0.14041
V4T79GrebBg,125,D# minor,2A,0.271186
WVzuBwNzOU0,128,A# minor,3A,0.178568
D4i0IOcVlw4,128,D# minor,2A,0.358217
l2l8vhF0bUs,128,A# minor,3A,0.191838
ctRIE1Sm41I,128,A minor,8A,0.104174
xagCD2OUpvM,131,A# major,6B,0.291383
enfalwxAGAo,128,G minor,6A,0.304283
9MpLnKhllhM,104,F# minor,11A,0.183538
wF3_Bvp7ZTw,128,B minor,10A,0.20789
5HQ8zIBNCpU,131,C# minor,12A,0.352826
xaG_pe1C5_Q,131,G# major,4B,0.344935
yrrNFKJH9fI,131,C# minor,12A,0.21121
_J1WRG77QRM,134,D major,10B,0.260846
9syOYpb_RdI,131,D# major,5B,0.226956
U1q59y-m54g,92,D minor,7A,0.09542
LRayNutcKNc,131,B minor,10A,0.226129
PvFdJf8b15w,128,C# minor,12A,0.266529
_1J982lAgNE,133,G major,9B,0.141772
i_d0HlQD0CM,120,D# minor,2A,0.264274
dZ75JIeiFGs,122,G# minor,1A,0.070748
9fZHtycgx5Y,128,A minor,8A,0.225117
dq17lCJzRPY,115,B minor,10A,0.151665
fTg7ehCFaRI,125,E minor,9A,0.165107
hvKm69bO_98,120,C# major,3B,0.219409
SU7OjCCwdro,125,D# minor,2A,0.062066
NVxDeXnx2uo,125,F minor,4A,0.239704
AwAdWvwVPOM,133,A# major,6B,0.200144
OdBmPg3hbfE,120,C major,8B,0.237139
TJd8qy5k7Sg,122,C# minor,12A,0.258968
Z83a-aAWxVY,125,C major,8B,0.267389
4fSS36Xve4k,117,F# minor,11A,0.15978
Dmo5wYTU4wk,120,D major,10B,0.092849
6XhKEIpNogU,123,C minor,5A,0.343429
yNyGzfxbfW4,129,D minor,7A,0.212031
_h_l8RLZVW4,122,D# minor,2A,0.223135
hV-EEKpppgk,120,F major,7B,0.33217
dKgpW1yWNYE,125,A major,11B,0.158102
m-j3m8jagEw,125,D minor,7A,0.220214
QR4fOJaq4P4,123,F minor,4A,0.248332
zQArQWEBTC0,125,G# minor,1A,0.341802
varGw4jO-LE,125,F# minor,11A,0.139922
AFiUIO6qzsM,125,D# minor,2A,0.311635
oYBrV-ceIJE,126,C major,8B,0.120252
-DIhtUmwG_4,125,E minor,9A,0.254396
fX7u1k0zOOw,125,D minor,7A,0.143094
aBcYhTFTfnM,126,A# major,6B,0.168502
UAGZYT80yQQ,126,A minor,8A,0.121392
TSdhEgXPAhY,117,G minor,6A,0.290126
QjJV8ZbHRzg,87,F minor,4A,0.302805
czKhwp5cjRg,115,D major,10B,0.229168
EiLTQQGEWr4,117,C# minor,12A,0.281684
QN41ruUSuYk,117,A major,11B,0.309
GhTHryBdcSo,87,B major,1B,0.163906
GQOI6tZgxns,115,C# minor,12A,0.211965
kKKxkjyA8Uk,115,E minor,9A,0.31319
51xY7QLSxHA,112,B minor,10A,0.170588
taukLHUuJVk,117,F minor,4A,0.268143
x-3W65kW3iQ,115,B minor,10A,0.203379
S4KEcnl-dVE,115,F# minor,11A,0.374538
8NhIJx4GQCo,129,B minor,10A,0.346112
YaikPv034Hc,128,E minor,9A,0.340883
rJHJwoOFcCY,131,C minor,5A,0.236349
3s3PCmyxImM,129,F# minor,11A,0.302297
Fb5xw9uEe9M,129,B minor,10A,0.309625
9Tsr7qYVUb8,128,D minor,7A,0.32594
xkbaGzZTWOg,128,G minor,6A,0.160236
uMyJwombVLI,102,G minor,6A,0.211111
5p-EPBTwBdM,112,F# minor,11A,0.227041
K-D-Gn0vbrA,128,D minor,7A,0.239974
VRJhBhlsNNA,128,G minor,6A,0.268271
yPIq2LDYDeQ,128,C minor,5A,0.264709
tJMuEB5hFdc,125,F minor,4A,0.31292
Ws9EIJgagC4,120,A# minor,3A,0.258058
AnFrY5XBaGA,120,C minor,5A,0.205253
Ow4b-p6rXYU,122,G major,9B,0.264995
GZjkSZgOof8,117,G minor,6A,0.263186
A6DE9eClcKA,122,A minor,8A,0.239698
FxM1y8V9_sk,125,C# minor,12A,0.24497
wNtXZ0_WpE8,125,G minor,6A,0.216052
cUI36qnljuQ,125,A minor,8A,0.297968
bgiv2pxNNYc,128,G minor,6A,0.213577
_JaeQDjwJ0g,125,B minor,10A,0.273574
YrxPHa-f3WI,128,F minor,4A,0.287309
YzcKZOp_0iA,134,C minor,5A,0.187805
-lEWnZ6KSAg,128,F major,7B,0.369068
hkHa4D6yEQ0,125,G minor,6A,0.294721
81ZIngE7ExM,134,B major,1B,0.137671
wKl0dRGfVo4,128,G minor,6A,0.242996
_FrW0sHoYWY,128,C# major,3B,0.3175
lB3IzByXpjY,131,C# minor,12A,0.276532
3FQSxCoRv8U,131,F minor,4A,0.232674
9_KV5HQhdjM,131,C# minor,12A,0.203848
iNZkCxKN8z8,128,D minor,7A,0.417597
tFA4i-HonHg,129,E major,12B,0.267246
p0WQlh0HyU0,131,E major,12B,0.188191
RNEzIze_S-o,134,B major,1B,0.175692
qayu9NrtXAc,120,E minor,9A,0.023028
tGc6NfV9OhY,141,F# minor,11A,0.423056
OpFbmL6RpQM,136,F minor,4A,0.290301
HHIEqdOic9w,84,D minor,7A,0.417463
CR6JRjMP8LI,134,F# minor,11A,0.218985
r9rUJCyRnOM,134,D# minor,2A,0.322786
p1c6d4L4kuY,106,D minor,7A,0.29723
Xa_ncIzlFjg,126,C# minor,12A,0.176406
E8BZLY7tB_c,131,C minor,5A,0.083113
tT8yb02j1Us,136,F major,7B,0.209845
w_-eGkPE_Qs,134,C minor,5A,0.244262
LdY8R5W2duQ,108,A minor,8A,0.337679
RlOh4ZzeJuU,108,G minor,6A,0.282079
N1LfoJHiCN4,131,C minor,5A,0.10283
E9Jw456_jCE,125,D# minor,2A,0.133637
6WO4OjT9WdA,148,D# minor,2A,0.30342
D44slJdun50,108,D# major,5B,0.226331
w-9a5JGde18,88,C# major,3B,0.344958
z3hy3-CHEUA,126,D minor,7A,0.244882
kCNUl9Tf5uw,131,F# minor,11A,0.464431
QKUwneEOlFs,122,E minor,9A,0.224727
0ZHq12mXX7c,131,C minor,5A,0.294264
kcqAQBFsecw,125,C# major,3B,0.222589
ATR5cBHbCw0,108,C# major,3B,0.235913
8OcnbJyH5Ow,131,G# minor,1A,0.295301
gBxWNVXpjnY,133,A major,11B,0.215112
W80UV6JXLF0,128,G minor,6A,0.272485
5zx9cG00wsI,133,D# minor,2A,0.145655
QDoE6jrO1eM,131,C# minor,12A,0.38438
1CHVVstR7F0,128,F# major,2B,0.249187
LKw0EuM7xBw,131,B major,1B,0.212635
sjpC_tTcAJ8,137,C major,8B,0.254156
ocqYHsJVVVc,117,C major,8B,0.165042
4ykbsChEriA,137,A major,11B,0.265056
uIfOa5Sk_Xg,134,D# major,5B,0.119735
zU428aV2Uec,141,G# minor,1A,0.239103
E3KXEC_-acE,112,G major,9B,0.237867
BSdfMo5zfrE,112,E major,12B,0.209507
BfbXmZsM9E0,131,F minor,4A,0.354759
WmrzZ31ZGJ4,108,A minor,8A,0.126401
TUHkUpjPY48,128,D major,10B,0.285658
HMe3O_5a-e0,134,G minor,6A,0.197105
eQ17v5gpCe4,131,C major,8B,0.23766
TbEtTGOeXzA,131,F minor,4A,0.314406
CA7ue5vEWCE,131,D# major,5B,0.264364
uO_cbswSEB0,131,D# minor,2A,0.259352
OCDSnhQ514o,131,D minor,7A,0.274508
LXDrH22wqog,133,G minor,6A,0.248165
Rsl2U4rMP9c,131,G minor,6A,0.25065
FNR3gSu2BOI,134,C major,8B,0.238651
nyrcOX_P8lk,131,E major,12B,0.341207
sZMnZIQ-fhE,131,A# major,6B,0.402837
wKl0dRGfVo4,128,G minor,6A,0.242996
leFrxhcQxLM,131,A minor,8A,0.403509
Zpei6iut7Ak,125,C# minor,12A,0.217698
V8ibNJgLruY,131,E minor,9A,0.310272
Yt0_O1Ty5mU,125,F major,7B,0.295858
4mWd0cfhHkM,125,F# major,2B,0.262203
tFga_ASx_B0,129,B minor,10A,0.409544
CUiVZ3pGjPA,120,F# major,2B,0.1112
HhmwXpeledY,128,D# minor,2A,0.321759
Jho0sOCSfh0,129,D# major,5B,0.280937
cJ64kTpPv8U,123,G# minor,1A,0.340326
39DOunpMB9g,125,C# minor,12A,0.36212
SU4b8WBl9Ls,128,A minor,8A,0.245868
BOPrDWCmv-I,128,D minor,7A,0.227763
itUvSpx4XIM,128,F# minor,11A,0.169654
IdbwuFUC-r8,125,F# minor,11A,0.302426
HadWBMDZmAg,125,E minor,9A,0.343081
6oLe_T8M_js,128,F# major,2B,0.24591
Mhf5OipgP6Q,125,C# major,3B,0.342304
FuBEMxmattY,125,A# minor,3A,0.250053
UsDxEBgan3s,126,F major,7B,0.321859
mA3DLC6yEdo,125,D minor,7A,0.327096
kiEEbHeC4vU,122,F minor,4A,0.182496
pGaTSOmqmQA,122,A minor,8A,0.343051
v7fSl6XAV-o,125,C# minor,12A,0.277274
H8242XR2d3k,126,A minor,8A,0.240609
iHlRPEdA8jk,126,A major,11B,0.207728
Nhc3A8TPgFU,126,F# minor,11A,0.159067
2qKGgrsVehI,125,D# minor,2A,0.247093
CG-ndv4HQlA,125,A# minor,3A,0.384323
qbwyFqnRuoU,125,A major,11B,0.284291
m-j3m8jagEw,125,D minor,7A,0.220214
dxTsmCBi-uI,123,C minor,5A,0.277279
oW4a9U28FwY,126,E minor,9A,0.241683
GnFoaheTSUw,125,G major,9B,0.2249
wTDHpXvBtE8,125,G# minor,1A,0.154576
rtIiAI3zFkI,120,D minor,7A,0.314288
1mtpEtu7jdk,122,B minor,10A,0.254087
UCJZSI5Iuo4,125,A# major,6B,0.21707
KNSi8KCTJl8,125,F# minor,11A,0.175571
ibCvMVFKh1w,120,G minor,6A,0.2442
RLu39WOyyNU,125,D minor,7A,0.287711
H5O_Yoiaqps,122,D# minor,2A,0.191361
aiumJ_nDkhs,120,E minor,9A,0.247848
DIeUPh_sdtE,125,C minor,5A,0.240941
xRTT5hibdiI,120,F# major,2B,0.279259
Nt_-KvCGcbg,125,D minor,7A,0.190071
ffP2WGmDC2s,122,F# minor,11A,0.051506
-WwhkalEahY,125,C minor,5A,0.150228
sl7qB2Eje-M,125,C minor,5A,0.123698
jnDQ5AZ3Gl0,125,A minor,8A,0.182169
CAtA05woCuQ,125,C# major,3B,0.193828
sOnqjkJTMaA,117,C# minor,12A,0.105966
F5euJ54-cmY,120,A# minor,3A,0.299714
ZM0YrrRqaPc,125,D# minor,2A,0.359472
iOVL81H-30Q,131,D minor,7A,0.391977
8z_lsjGiLbI,123,C minor,5A,0.317733
YlYdlD6cjr8,128,F# major,2B,0.281568
1c3yVJmEAYA,131,B major,1B,0.326862
7VfG8BXdfkE,123,F minor,4A,0.357295
9Nz5w4tf9tY,110,E minor,9A,0.140471
g33ufHgJTRs,117,D# minor,2A,0.348993
4zI62ru0I4U,129,D minor,7A,0.331659
dhN75bJ4ZpQ,126,A minor,8A,0.201287
8KgMNHazDBQ,129,D# major,5B,0.3655
ZSNCE1DZ7wg,108,F# major,2B,0.237343
QIdghnFXaAY,128,F# minor,11A,0.191305
SvJmFr52NgE,131,B minor,10A,0.228102
nsSg0IOQmVQ,129,C minor,5A,0.158395
0LArp-5X53g,131,G minor,6A,0.118753
rSU9Ick1PCM,128,D# minor,2A,0.26764
NOFnDYN4bZg,133,C minor,5A,0.328975
SCDph0CYacg,128,F# minor,11A,0.122412
oD7G5mNKGgg,136,A# major,6B,0.286644
GBJafJT163k,141,E minor,9A,0.288822
qBTikyab17U,128,D# minor,2A,0.407667
iLoxeuQFo1o,112,F# major,2B,0.149353
ii9mBGicclg,128,C# minor,12A,0.150706
fXwJWr13AwY,126,C# minor,12A,0.192833
kq4U10JtgFg,128,E major,12B,0.223955
XK7lJHTqvYE,129,A minor,8A,0.27987
o0TciAlllew,128,G minor,6A,0.288108
SLo0ZX1Kybo,129,A minor,8A,0.196722
gWmnUkbYWVo,128,G minor,6A,0.444405
Kl-Q-QpQyuA,128,D# major,5B,0.263853
CbWVcoMzrKs,128,F# minor,11A,0.217249
A594U6qimCg,125,A minor,8A,0.282809
QBFhi9PE96o,144,D# minor,2A,0.368525
TcCFmgULt6o,125,F minor,4A,0.295713
LWlmVW3xWM4,128,E minor,9A,0.304851
XSDpSUOAh8c,129,A minor,8A,0.253138
kcpkZDbNC-M,125,E minor,9A,0.332121
pdbxA2haoK4,128,F# minor,11A,0.184652
Pfg8YfZnrTw,128,D minor,7A,0.314972
u6-U-apEUZI,128,A# major,6B,0.182682
Wqzu8D9mlds,87,D# minor,2A,0.203569
6diqwbzjluQ,128,D# minor,2A,0.140671
ipX6wgwuHho,128,D# major,5B,0.270846
Qyso3PrSpZE,131,A major,11B,0.409823
TqQgXy0Z-s0,125,A# minor,3A,0.263699
1kJIw1pCVdk,102,A# major,6B,0.325302
2BAmBWGq8Qw,126,B minor,10A,0.261365
4mKNEzjcRLI,128,D# major,5B,0.057531
8XYP5ZBfQDM,131,G major,9B,0.216487
-H8EkSWTf2A,122,E minor,9A,0.160558
psm-yuRhpqc,125,A# minor,3A,0.23743
7wsi1ZkM-iQ,131,C minor,5A,0.122527
SmUepTflCmA,131,C# major,3B,0.116084
7m4PPt4AYxA,110,F# major,2B,0.146664
7vdOgObQvz8,141,A major,11B,0.146384
CbIfhjFWsuI,125,C# minor,12A,0.250111
SpzoBoPa1n0,133,D major,10B,0.087287
a2hCzA9mocY,128,D minor,7A,0.289625
PitnHzwigTA,120,A major,11B,0.228903
XqX8l_rbbTw,131,F minor,4A,0.264866
gV5SpldhMWU,131,C# minor,12A,0.304825
63mCVxHkmvc,125,D# minor,2A,0.228471
yGLDDV0kDBc,128,F# minor,11A,0.333342
BT-Rx0SKgeI,125,C# minor,12A,0.184339
JF-zg8v0LM8,125,A# minor,3A,0.123108
eEc7DqRTgu0,131,B minor,10A,0.214449
ZoABhL0BWO8,125,C# minor,12A,0.152608
m4oQFqVfBxU,122,A major,11B,0.177529
aGSKrC7dGcY,112,D# major,5B,0.066686
FbWqm7wzl-g,104,D minor,7A,0.245019
sjlR_QRG5DM,104,A major,11B,0.210736
ldaNycq6UDA,131,F# major,2B,0.16784
0AFTYMXxY8o,120,D minor,7A,0.247996
2TgAunaIWg8,125,F minor,4A,0.301719
TTtCzcV37q0,125,G minor,6A,0.109561
HHMjd3_rmYQ,125,A# minor,3A,0.091549
M96L5ueU1Dw,126,C major,8B,0.263973
HpUJPx_muLg,126,A# minor,3A,0.204243
uzlWYDRC8MY,125,C# major,3B,0.145118
WMJYVxhX5Uo,125,C minor,5A,0.320141
fovC9sxMqNE,125,D minor,7A,0.266001
CA7ue5vEWCE,131,D# major,5B,0.264364
SoT7lSUDHnM,131,E minor,9A,0.23186
ZpPdtHRQcuo,131,D minor,7A,0.250658
YmInz7-MQ6s,136,G# major,4B,0.1927
_1J982lAgNE,133,G major,9B,0.141772
MG4_bGlpTOo,134,C# major,3B,0.23295
E1GoQ4Zj-1k,134,A minor,8A,0.092613
b48xWm6Zifw,133,D major,10B,0.167723
PHAOp5lg0SI,131,B minor,10A,0.163445
JDYQoTOad7s,131,C major,8B,0.312089
nbXsTCox8cI,137,C# minor,12A,0.205323
rpIeTidr_c4,134,A# major,6B,0.221506
IVXrs0ywyY0,117,F minor,4A,0.231786
fwcILYQXmwo,120,C minor,5A,0.176268
JLMG_mqRXW0,117,G minor,6A,0.132618
8PbsQKFcfSY,115,C minor,5A,0.227417
iumjzrvcnR0,120,C minor,5A,0.247659
UzODqhPgEMQ,120,C minor,5A,0.257216
PsXnfYy9bTI,120,D minor,7A,0.186697
hWvjq1BxsgU,122,C major,8B,0.136231
fjjA7pjEEBY,122,C minor,5A,0.221798
atFxSYSrglY,122,A major,11B,0.250808
O4-6Y_91v5I,125,B minor,10A,0.314164
doAoWbNXJaw,120,D# minor,2A,0.222883
GuAtcpFQpMw,128,A minor,8A,0.21122
-iUUAeYaFqY,128,C# minor,12A,0.242232
KgAi1DN1GSs,137,F# minor,11A,0.185164
r1hNzeGbtFc,131,D minor,7A,0.263071
FZbiy65FpjI,122,D minor,7A,0.223862
q7X-SyAgnvM,122,F# minor,11A,0.25004
k6iyuVd-low,125,D# minor,2A,0.178487
XVdmB4we8B8,122,C# major,3B,0.189626
emHUGVEOvc4,122,A# minor,3A,0.27117
5Xrqlmwbo7g,126,C minor,5A,0.185598
uQSx771LOpY,125,B minor,10A,0.218451
OR_XB1QFP84,123,C minor,5A,0.225057
fB0knL4TqXo,123,E minor,9A,0.212859
rSGwaUZNtpU,123,A# major,6B,0.214865
8AryP-UuQL4,129,D minor,7A,0.241741
aiOjM8PbdXU,128,D minor,7A,0.298588
DuUaEgkIsJ8,131,A# minor,3A,0.248947
OU7ygAW8MIU,129,F minor,4A,0.21761
ZwOVOSi-5nc,128,F minor,4A,0.260665
xRkPl-wRt04,128,G major,9B,0.276265
u_TIg5jTGk4,128,D minor,7A,0.161178
hgZV8p2yA5s,131,A minor,8A,0.374969
LRayNutcKNc,131,B minor,10A,0.226129
9MpLnKhllhM,104,F# minor,11A,0.183538
72lENnbIWXY,134,G# major,4B,0.287123
-UBd2DugxQI,134,D major,10B,0.342744
ePCVHZ2rc30,137,E major,12B,0.240676
YmInz7-MQ6s,136,G# major,4B,0.1927
QC-DfeB6JBU,137,F minor,4A,0.207783
Bo75xv4aWuM,129,C minor,5A,0.190801
4Afl9hbFtAE,122,D major,10B,0.12881
B6Y6nMNVMEE,134,D minor,7A,0.239897
Xak1RddMoI0,122,F# major,2B,0.285914
hBkXMM1aKhc,125,A# minor,3A,0.285492
QBQIKNt0ivM,120,C major,8B,0.048408
qG_um6MhX3o,122,E minor,9A,0.244411
q3eiDgCy2vI,125,C# major,3B,0.261451
ZTBz-YF5ONY,122,E major,12B,0.356403
O8QZGjIUcgQ,122,D# minor,2A,0.332873
UvXoJ6GRbnY,82,C minor,5A,0.23733
KR-qwFFccFo,123,A# minor,3A,0.230147
cKpIZrQaovQ,133,D minor,7A,0.179731
pOJSIADtPDQ,123,D# minor,2A,0.230017
wTDHpXvBtE8,125,G# minor,1A,0.154576
AQLCAwPg9-k,126,F minor,4A,0.24148
98uNrwZg0GE,125,D# minor,2A,0.306618
IMWf1hvBpZU,125,C# major,3B,0.187125
Culhi9pL3g8,125,E major,12B,0.266768
vcv-nA79PPY,125,C minor,5A,0.292255
BY-rT8wy-5I,126,C# minor,12A,0.316838
HJwTI58Lhzs,125,C minor,5A,0.242247
cHQLDLDr88k,125,A# major,6B,0.22291
L0Ni3uv8DMQ,125,A major,11B,0.197779
W5QX8-aoBUw,125,A major,11B,0.26148
kOnWyoMP5R0,125,E minor,9A,0.326667
2Mlvl2nq-08,128,G minor,6A,0.341697
cQXBIP6QCMU,126,G minor,6A,0.194531
owByWeOH638,126,C minor,5A,0.304603
hfH9Lw0pZY8,123,C minor,5A,0.206018
oW4a9U28FwY,126,E minor,9A,0.241683
DrO8ZEDoHjM,125,F# minor,11A,0.321814
eljXc7vkLs0,125,G# minor,1A,0.298391
BHUBvQcQV1U,122,F# major,2B,0.272157
Jf6JjaP4tvA,128,C# major,3B,0.193702
R3s2W48sLio,126,C# minor,12A,0.328299
X__1EkRBwcY,128,E minor,9A,0.331696
rDHKAFzTAWc,123,C# minor,12A,0.319323
pKepIWCzAls,131,F# minor,11A,0.119708
OKhCCe1rRO4,128,C# minor,12A,0.364109
aurGYWqKpkA,123,D# minor,2A,0.081921
2m3drUWWyJo,128,G major,9B,0.384359
0vSOvDrF9jI,131,D minor,7A,0.321933
MihjU6BI5zM,104,E minor,9A,0.234903
NZv_Hot-4WQ,128,G minor,6A,0.112949
LzuK2MQJTWg,102,E minor,9A,0.306427
L1DHPRyIk58,129,F minor,4A,0.215354
SyjXQ4m43f0,128,D# minor,2A,0.281652
biqLQ8H4V6c,125,E minor,9A,0.297731
Wi_n0WFSaq0,141,D minor,7A,0.371942
YGX546Yx-4Q,128,D# minor,2A,0.209427
I8guPdeHj5Q,117,F minor,4A,0.39109
gM2rp5bjxk8,87,G minor,6A,0.331649
b6ynKJaSDyE,115,G minor,6A,0.301793
U0lsNP8vAXU,117,A minor,8A,0.381395
f5QbPbci67U,87,D minor,7A,0.386596
JUWbLExq1TI,115,F# major,2B,0.28515
227XXePznTo,117,B minor,10A,0.266024
bpSJpDK7-iI,92,G minor,6A,0.297491
hq3gKHuwrR4,117,D major,10B,0.314958
M5USD-Smthk,110,D# minor,2A,0.321479
nd6JKv7iI28,170,A major,11B,0.215679
svU737karXo,120,D# major,5B,0.089279
WB_8jNQbW68,117,F minor,4A,0.364877
tAa7QKbhgGk,117,F minor,4A,0.371146
8wJRlB_H30Y,87,F minor,4A,0.347468
ktGtRYVzBSs,88,C minor,5A,0.446226
JxwD2w5b-cA,89,C major,8B,0.329778
N0Cyj_QkcRM,115,C minor,5A,0.149332
qyig7zz2rcE,172,D major,10B,0.267464
yOqx_9mwKwc,170,D# minor,2A,0.358501
ziU0rc3-yU4,131,F minor,4A,0.25083
U-YTyWcv1fY,87,G# minor,1A,0.401787
xRhUlsrz88o,117,B major,1B,0.255505
-LD6moo0GNg,117,D# minor,2A,0.352265
QLpAbsOng6I,120,G# minor,1A,0.27174
DpiMd3eNg3U,122,C major,8B,0.149912
kmFuxN0CAEU,122,C major,8B,0.252584
zvzxrWJMUJg,129,F# major,2B,0.428955
OgYw2Klzo4s,125,B minor,10A,0.059152
DUoWQ-dyE_g,125,D minor,7A,0.347032
1tui0H1l_BQ,126,A# minor,3A,0.361376
YXTJ6YOkuCc,122,F minor,4A,0.120125
a2sxEEImNxk,95,F# minor,11A,0.145261
YN4mpNek_FU,120,E minor,9A,0.257273
MDgFVCOySKo,112,C major,8B,0.081158
h9pj_Frkfbg,117,F# minor,11A,0.221953
7lQBhwe9KMg,110,G# major,4B,0.153522
mKs0Gp4A_3E,120,E major,12B,0.071569
SkoyCXvnAZY,117,A major,11B,0.18531
XV6I54gpokM,134,F# minor,11A,0.220258
0_3xZ2eosWU,108,D major,10B,0.133171
QklIm1_IgSY,125,F minor,4A,0.113222
rWAMRDbhwCk,120,C minor,5A,0.077916
zURHUV2b4p4,128,F# minor,11A,0.069161
fyuJUoln1gQ,125,C major,8B,0.226698
MhJjd02J8Qo,134,F# major,2B,0.090558
5ZqYuMBJmcY,122,C# major,3B,0.163346
gOxttF9ulwc,131,B minor,10A,0.11809
XoKARg1efEw,125,E minor,9A,0.143544
SdlXUjYxH0M,117,C major,8B,0.079101
skfrun-9Ikc,141,A# major,6B,0.062718
XnWNT9cmGJQ,141,D# minor,2A,0.061759
E0_sZ3qlwbU,122,G major,9B,0.229101
Q-CIxJmrjhM,122,C# minor,12A,0.035593
RjkkE15ej3g,125,G minor,6A,0.244192
1baLWq5lkmQ,122,D# minor,2A,0.245128
QR4fOJaq4P4,123,F minor,4A,0.248332
Oei4VSquk98,123,E minor,9A,0.24325
_RbWn7tedhM,125,D minor,7A,0.273071
GmkT1yCCLq4,125,F major,7B,0.234847
B-3W8LFl_pM,123,C major,8B,0.327663
L4nNXWoNtNU,120,B minor,10A,0.220509
o7DZFJbEyHM,120,C major,8B,0.33267
Ht4C86neZ0Q,117,D minor,7A,0.280384
3huxCTOp-ss,88,A minor,8A,0.220268
DUQ2ah_8ZPk,91,F minor,4A,0.156084
bpORubBvV5U,88,G minor,6A,0.144635
fZzsh2WxkPA,115,D# minor,2A,0.327582
bp87pKIhvHA,176,G minor,6A,0.252726
msOEI-6A9O0,88,A# major,6B,0.22748
4xHSd2iA7JI,87,D# minor,2A,0.207373
LIbCcqdCdgc,115,C minor,5A,0.219572
rBCm0yCXcTE,117,E minor,9A,0.289908
x1fFSmPMNmE,115,B major,1B,0.303382
v1zQ9LwPm7I,117,D# major,5B,0.221957
Nq2zJ7MMrfU,87,F# major,2B,0.333616
H-Yo4sGZiB4,115,B minor,10A,0.286422
z7hntQxIQ6c,115,E minor,9A,0.337919
wbq1IJlmD5I,115,C major,8B,0.30516
JUWbLExq1TI,115,F# major,2B,0.28515
vYzj3e1TB5o,117,D minor,7A,0.239496
_Ik-SKIfhEQ,87,G major,9B,0.202285
FrWV9MIeKpM,176,F minor,4A,0.465424
ed2TwS0ovkk,117,C# minor,12A,0.534122
9LlnppCAmnw,92,A# minor,3A,0.309807
1kFcmD3Lifo,125,C# minor,12A,0.331451
gwgF46_pLXI,128,D# major,5B,0.274376
SH1HzkljzL8,125,F minor,4A,0.283233
VpzpSq2I8GI,125,C# major,3B,0.318656
-B7HP4pZvDE,128,F# major,2B,0.364734
FTeLpt2gY9w,125,E minor,9A,0.303834
GYOT_q9Sgzo,125,D minor,7A,0.28988
71f9kpBPueA,125,A minor,8A,0.144793
nBqsyYypvXo,126,G# minor,1A,0.322892
fvQ2SDnesBk,125,A major,11B,0.296018
6Yn5EQ8R4xY,128,D# minor,2A,0.214726
uS7WUFS-FtA,128,F# minor,11A,0.35035
htJjiE4_-cs,129,D minor,7A,0.109094
r7xr9F466dg,125,F# minor,11A,0.222641
aA9VazsSRas,125,G# minor,1A,0.22336
EtpBC9aofJM,126,A minor,8A,0.310445
xnnW1ThLHqg,125,G minor,6A,0.221485
8vU4tRq8LRE,125,C# major,3B,0.30363
gedbr1QkkSo,126,C minor,5A,0.335194
BcYb_6AIVu8,120,A major,11B,0.312247
W92vEAdC0nU,128,E minor,9A,0.162705
Hn2snON9LXI,125,C minor,5A,0.306302
fm_IyrAZ7no,120,F major,7B,0.241561
vMNeusJ7D7s,122,G# major,4B,0.199065
DviiYLGC0aY,122,D minor,7A,0.226489
i8S46bbjEXs,128,A minor,8A,0.098396
7E5M5fvhGHw,125,D# minor,2A,0.213463
7npN0oKO2rQ,125,G minor,6A,0.271949
5vpcO70q_FU,123,C minor,5A,0.288984
tc-PbFtOBtY,134,B minor,10A,0.354319
iTyki0tkt_I,128,B minor,10A,0.277466
ZrbSCRAC0BY,122,A minor,8A,0.226162
lLoZ_29UYd4,123,C# minor,12A,0.392275
ikCj-hKUqGg,120,B minor,10A,0.171319
VZu2j7GuZQA,125,D# major,5B,0.245521
